DataSet,Class1,Class2,F1,F2,L1,L2,L3
D31,1,7,405.744138353434,-0.0031795990665733414,0.07849811410069142,0.0,0.0
D31,1,8,133.07880693116792,0.25764621283036654,0.08025793422624158,0.0,0.0
D31,1,9,365.8543458037005,0.18385760856866729,0.06763635110679868,0.0,0.0
D31,10,11,171.1896153422286,0.2826597665660364,0.07348400117416959,0.0,0.0
D31,10,12,158.80922105241243,0.14747300148445147,0.0847621628050927,0.0,0.0
D31,10,13,144.12698760691603,0.0010599409172676604,0.11197369694814614,0.0,0.0
D31,10,14,40.242328202603005,0.021478469821249343,0.1553843121070658,0.0,0.0
D31,10,15,61.3680217995775,-0.19387035570391972,0.1477258547752716,0.0,0.0
D31,10,16,43.076227346847304,-0.016820263626525174,0.17933425998669006,0.0,0.0
D31,10,17,49.89780643634094,-0.27825366123238454,0.1899763494182529,0.0,0.0
D31,10,18,189.4527811106486,-0.003050067868829924,0.09706616805417262,0.0,0.0
D31,10,19,174.69158540358117,-0.3484923989647307,0.09222200684582722,0.0,0.0
D31,10,20,43.40940357140942,0.06814867328869673,0.11925945690546345,0.0,0.0
D31,10,21,10.016282741601664,0.022326369895080155,0.4656949141932568,0.005,0.001
D31,10,22,25.51455046857322,-0.024159117082147796,0.2466661234237152,0.0,0.0
D31,10,23,123.29645906919887,0.07038028075207696,0.10353737637196456,0.0,0.0
D31,10,24,198.93964073463388,-0.5099695007879912,0.08550234053957716,0.0,0.0
